repo,number,title,author,mergedBy
django/django,12700,"Fixed #31451 -- Made settings cleansing work with list and tuple settings.","ichlaffterlalu","felixxm"
django/django,12708,"Fixed #29224 -- Fixed removing index_together indexes if exists unique_together constraint on the same fields.","David-Wobrock","felixxm"
django/django,12713,"Fixed #31462 -- Allowed overriding autocomplete/raw_id_fields/filter widgets for ManyToManyFields with formfield_overrides.","007gzs","felixxm"
django/django,12733,"Fixed #31473 -- Made sql_flush() use RESTART IDENTITY to reset sequences on PostgreSQL.","jdufresne","felixxm"
django/django,12734,"Fixed #31064 -- Recreated auto-created relationships on type change on SQLite.","charettes","felixxm"
django/django,12741,"Fixed #31477 -- Removed ""using"" argument from DatabaseOperations.execute_sql_flush().","jdufresne","felixxm"
django/django,12747,"Fixed #31474 -- Made QuerySet.delete() not return the number of deleted objects if it's zero.","hramezani","felixxm"
django/django,12748,"Fixed #31479 -- Added support to reset sequences on SQLite.","jdufresne","felixxm"
django/django,12754,"Fixed #31416 -- Made autodetector find dependencies for MTI model creation on base fields removal.","nanlliu","felixxm"
django/django,12771,"Fixed #31499 -- Stored ModelState.fields into a dict.","charettes","felixxm"
django/django,12774,"Fixed #31500 -- Fixed detecting of unique fields in QuerySet.in_bulk() when using Meta.constraints.","hannseman","felixxm"
django/django,12796,"Fixed #31504 -- Allowed calling makemigrations without an active database connection.","wtkm11","felixxm"
django/django,12803,"Fixed #31517 -- Fixed HashedFilesMixin.hashed_name() if hash of the file is None.","campenr","felixxm"
django/django,12821,"Fixed #31524 -- Removed minified static assets from the admin.","jdufresne","carltongibson"
django/django,12830,"Fixed #20347 -- Allowed customizing the maximum number of instantiated forms in formsets.","smithdc1","felixxm"
django/django,12851,"Fixed #25236 -- Deprecated {% ifequal %} and {% ifnotequal %} template tags.","jdufresne","felixxm"
django/django,12855,"Fixed #31534 -- Deprecated django.conf.urls.url().","smithdc1","felixxm"
django/django,12856,"Fixed #31410 -- Added system checks for invalid model field names in UniqueConstraint.","hramezani","felixxm"
django/django,12858,"Fixed #31538 -- Fixed Meta.ordering validation lookups that are not transforms.","felixxm","felixxm"
django/django,12869,"Fixed #31528 -- Made collectstatic management command run staticfiles checks.","hramezani","felixxm"
django/django,12906,"Fixed #31575, Refs #31034 -- Documented admin requires django.template.context_processors.request.","jdufresne","felixxm"
django/django,12908,"Fixed #31580 -- Added error messages on distinct() following union(), intersection(), and difference().","hramezani","felixxm"
django/django,12910,"Fixed #31546 -- Allowed specifying list of tags in Command.requires_system_checks.","hramezani","felixxm"
django/django,12912,"Fixed #31568 -- Fixed alias reference when aggregating over multiple subqueries.","charettes","felixxm"
django/django,12915,"Fixed #31594 -- Added ASGIStaticFilesHandler.get_response_async().","massover","felixxm"
django/django,12928," Fixed #25791 -- Implement autoreload behaviour for cached template loader","orf","carltongibson"
django/django,12933,"Fixed #32301 -- Made clearsessions raise CommandError when clear_expired() is not implemented.","francoisfreitag","felixxm"
django/django,12936,"Fixed #31607 -- Fixed evaluated Subquery equality.","felixxm","felixxm"
django/django,12951,"Fixed #31606 -- Allowed using condition with lookups in When() expression.","rheard","felixxm"
django/django,12953,"Fixed #31530 -- Added system checks for invalid model field names in CheckConstraint.check and UniqueConstraint.condition.","hramezani","felixxm"
django/django,12957,"Fixed #30134 -- Ensured unlocalized numbers are string representation in templates.","claudep","felixxm"
django/django,12961,"Fixed #31614 -- Fixed aliases ordering by OrderBy() expressions of combined queryset.","Lotram","felixxm"
django/django,12965,"Fixed #31624 -- Avoided subquery usage on QuerySet.all().delete().","charettes","felixxm"
django/django,12973,"Fixed #31616 -- Added hint about middleware ordering for SessionMiddleware admin check.","hramezani","felixxm"
django/django,12983,"Fixed #28694 -- Made django.utils.text.slugify() strip dashes and underscores.","smithdc1","felixxm"
django/django,13012,"Fixed #31651 -- Made ExpressionWrapper use grouping columns from wrapped expression.","theosotr","felixxm"
django/django,13022,"Fixed #31654 -- Fixed cache key validation messages.","felixxm","felixxm"
django/django,13023,"Fixed #31663 -- Made DecimalField.to_python() handle non-numeric invalid values.","spachev","felixxm"
django/django,13028,"Fixed #31664 -- Reallowed using non-expressions having filterable attribute as rhs in queryset filters.","chocobn69","felixxm"
django/django,13030,"Fixed #31667 -- Made __in lookup ignore None values.","adamchainz","felixxm"
django/django,13032,"Fixed #31661 -- Removed period in makemigrations history check warning.","davidchorpash","felixxm"
django/django,13033,"Fixed #31657 -- Fixed ordering by attnames of self-referential ForeignKeys.","hramezani","felixxm"
django/django,13066,"Fixed #30472 -- Made Argon2PasswordHasher use Argon2id.","apollo13","felixxm"
django/django,13077,"Fixed #31716 -- Fixed detection of console scripts in autoreloader on Windows.","orf","felixxm"
django/django,13085,"Fixed #31692 -- Prevented unneeded .po file compilation.","claudep","felixxm"
django/django,13089,"Fixed #31728 -- Fixed cache culling when no key is found for deletion.","knixeur","felixxm"
django/django,13097,"Fixed #9061 -- Allowed FormSets to disable deleting extra forms.","smithdc1","felixxm"
django/django,13109,"Fixed #31596 -- Changed ForeignKey.validate() to use the base manager.","carltongibson","carltongibson"
django/django,13111,"Fixed #31620 -- Added support for %V format to WeekMixin/WeekArchiveView.","hramezani","felixxm"
django/django,13112,"Fixed #31742 -- Fixed makemigrations crash on ForeignKey to an app with mixed case label.","felixxm","felixxm"
django/django,13115,"Fixed #31745 -- Added error messages when using UniqueConstraint.include/opclasses with deferrable.","hannseman","felixxm"
django/django,13118,"Fixed #23797 -- Fixed QuerySet.exclude() when rhs is a nullable column.","jacobtylerwalls","felixxm"
django/django,13121,"Fixed #28925 -- Fixed durations-only expressions crash on SQLite and MySQL.","sir-sigurd","felixxm"
django/django,13128,"Fixed #31755 -- Made temporal subtraction resolve output field.","sir-sigurd","felixxm"
django/django,13145,"Fixed #31623 -- Allowed specifying number of adjacent time units in timesince()/timeuntil().","timpark0807","felixxm"
django/django,13158,"Fixed #31767 -- Fixed QuerySet.none() on combined queryset.","felixxm","felixxm"
django/django,13162,"Fixed #31769 -- Improved default naming of merged migrations.","jdufresne","felixxm"
django/django,13165,"Fixed #31773 -- Fixed preserving output_field in ExpressionWrapper for combined expressions.","felixxm","felixxm"
django/django,13170,"Fixed #29789 -- Added support for nested relations to FilteredRelation.","felixxm","felixxm"
django/django,13192,"Fixed #31784 -- Fixed crash when sending emails on Python 3.6.11+, 3.7.8+, and 3.8.4+.","felixxm","felixxm"
django/django,13195,"Fixed #31790 -- Fixed setting SameSite and Secure cookies flags in HttpResponse.delete_cookie().","felixxm","felixxm"
django/django,13199,"[3.0.x] Fixed #31790 -- Fixed setting SameSite cookies flags in HttpResponse.delete_cookie().","felixxm","felixxm"
django/django,13207,"Fixed #31777 -- Added support for database collations to Char/TextFields.","knyghty","felixxm"
django/django,13212,"Fixed #31806 -- Made validators include the value in ValidationErrors.","jdufresne","felixxm"
django/django,13218,"Reverted ""Fixed #30300 -- Allowed migrations to be loaded from directories without __init__.py file.""","timgraham","felixxm"
django/django,13220,"Fixed #28507 -- Made ValidationError.__eq__() ignore messages and params ordering.","smithdc1","felixxm"
django/django,13230,"Fixed #31822 -- Added support for comments URL per feed item.","v-gar","felixxm"
django/django,13233,"Fixed #31812 -- Fixed FileField.model for fields defined in abstract models.","matthiask","felixxm"
django/django,13236,"Fixed #31825 -- Made RenameField operation a noop for fields with db_column.","iurisilvio","felixxm"
django/django,13237,"Fixed #31826 -- Made AlterField operation a noop when adding db_column.","iurisilvio","felixxm"
django/django,13240," Fixed #29324 -- Made SECRET_KEY validation lazy (on first access).","apollo13","carltongibson"
django/django,13250,"Fixed #31836 -- Dropped support for JSONField __contains and __contained_by lookups on SQLite.","felixxm","felixxm"
django/django,13251,"Fixed #31783 -- Fixed crash when filtering againts ""negate"" field.","hramezani","felixxm"
django/django,13265,"Fixed #31831 -- Fixed migration operations ordering when adding order_with_respect_to and constraints/indexes.","iurisilvio","felixxm"
django/django,13267,"Fixed #26977 -- Made abstract models raise TypeError when instantiating.","jacobtylerwalls","felixxm"
django/django,13279,"Fixed #31864 -- Fixed encoding session data during transition to Django 3.1.","felixxm","felixxm"
django/django,13281,"Fixed #31863 -- Prevented mutating model state by copies of model instances.","GertBurger","felixxm"
django/django,13287,"Fixed #31870 -- Fixed crash when populating app registry with empty or without apps module.","iurisilvio","felixxm"
django/django,13295,"Fixed #31382 -- Made Model.save(update_fields=...) raise ValueError on non-concrete fields.","patgarcia","felixxm"
django/django,13297,"Fixes #31877 -- Used lazy() for TemplateView kwarg deprecation warning.","adamchainz","felixxm"
django/django,13300,"Fixed #31792 -- Made Exists() reuse QuerySet.exists() optimizations.","charettes","felixxm"
django/django,13301,"Fixed #31878 -- Made createsuperuser respect --database option in default usernames. ","vonafor","felixxm"
django/django,13315,"Fixed #1891, Fixed #11707 -- Prevented duplicates with limit_choices_to on multi-value relations.","alvinshaita","felixxm"
django/django,13321,"Fixed #31895 -- Fixed crash when decoding invalid session data.","felixxm","felixxm"
django/django,13325,"Fixed #31907 -- Fixed missing validate_key() calls in cache backends.","ngnpope","felixxm"
django/django,13341,"Fixed #31877 -- Reverted ""Fixed #19878 -- Deprecated TemplateView passing URL kwargs into context.""","felixxm","felixxm"
django/django,13343,"Fixed #31941 -- Corrected FileField.deconstruct() with a callable storage.","brianhelba","carltongibson"
django/django,13344,"Fixed #31928 -- Fixed detecting an async get_response in various middlewares.","kmichel2","felixxm"
django/django,13346,"Fixed #31936 -- Fixed __in lookup on key transforms for JSONField.","felixxm","felixxm"
django/django,13347,"Fixed #31942 -- Made settings cleansing work with dictionary settings with non-string keys.","jlaine","felixxm"
django/django,13350,"Fixed #30422 -- Made TemporaryFileUploadHandler handle interrupted uploads.","aryan9600","felixxm"
django/django,13354,"Fixed #31954 -- Fixed migration optimization for MTI model creation with parent model with mixed case app label.","koendewit","felixxm"
django/django,13355,"Fixed #30563 -- Optimized form Media by removing duplicated assets when adding.","smithdc1","felixxm"
django/django,13363,"Fixed #31948 -- Added tzinfo parameter to TruncDate() and TruncTime().","joeyjoejoejr","felixxm"
django/django,13369,"Fixed #31919 -- Resolved output_field of IntegerField subclasses combinations.","charettes","felixxm"
django/django,13371,"Fixed #31843 -- Fixed pickling named values from QuerySet.values_list().","kwist-sgr","felixxm"
django/django,13386,"Fixed #31982 -- Made HttpResponse.set_cookie() cast max_age argument to an integer.","hramezani","felixxm"
django/django,13401,"Fixed #31750 -- Made models.Field equality compare models for inherited fields.","felixxm","felixxm"
django/django,13406,"Fixed #31943 -- Fixed recreating QuerySet.values()/values_list() when using a pickled Query.","hramezani","felixxm"
django/django,13410,"Fixed #31989 -- Fixed return value of django.core.files.locks.lock()/unlock() on POSIX systems.","hramezani","felixxm"
django/django,13413,"Fixed #31636 -- Made BooleanFieldListFilter respect Field.choices.","manav014","felixxm"
django/django,13417,"Fixed #31990 -- Fixed QuerySet.ordered for GROUP BY queries on models with Meta.ordering.","felixxm","felixxm"
django/django,13426,"Fixed #31916 -- Fixed combined queryset crash when combining with ordered combined querysets.","hramezani","felixxm"
django/django,13431,"Fixed #31880 -- Made QuerySet.aggregate() raise FieldError when aggregating over aggregation aliases.","David-Wobrock","felixxm"
django/django,13447,"Fixed #32031 -- Added model class for each model to AdminSite.each_context().","rsalmaso","felixxm"
django/django,13448,"Fixed #32012 -- Made test database creation sync apps models when migrations are disabled.","felixxm","felixxm"
django/django,13449,"Fixed #31723 -- Fixed window functions crash with DecimalField on SQLite.","hramezani","felixxm"
django/django,13454,"Fixed #32038 -- Fixed EmptyFieldListFilter crash with GenericRelation.","felixxm","felixxm"
django/django,13458,"Fixed #32042 -- Improved error messages for the number of submitted forms in formsets.","meghanabhange","felixxm"
django/django,13460,"Fixed #18995 -- Made blocktranslate tag raise TemplateSyntaxError when plural count is not a number.","jacobtylerwalls","felixxm"
django/django,13466,"Fixed #32047 -- Fixed call_command() crash if a constant option from required mutually exclusive group is passed in options.","hramezani","felixxm"
django/django,13484,"Fixed #31926 -- Fixed recreating queryset with FilteredRelation when using a pickled Query.","David-Wobrock","felixxm"
django/django,13490,"Fixed #32068 -- Added error messages on get() with filters following union(), intersection(), and difference().","hramezani","felixxm"
django/django,13495,"Fixed #31640 -- Made Trunc() truncate datetimes to Date/TimeField in a specific timezone.","David-Wobrock","felixxm"
django/django,13512,"Fixed #32080 -- Fixed displaying Unicode chars in forms.JSONField and read-only JSONField values in admin.","ZhaoQi99","felixxm"
django/django,13513,"Fixed #31674 -- Fixed displaying traceback in technical 500 debug page.","hramezani","felixxm"
django/django,13516,"Fixed #32094 -- Fixed flush() calls on management command self.stdout/err proxies.","thomas-riccardi","felixxm"
django/django,13528,"Fixed #20601 -- Allowed forcing format with thousand separators in floatformat filter.","jacobtylerwalls","felixxm"
django/django,13530,"Fixed #32096 -- Fixed crash of various expressions with JSONField key transforms.","felixxm","felixxm"
django/django,13537,"Fixed #6517 -- Made dbshell use charset option on MySQL.","manav014","felixxm"
django/django,13551,"Fixed #26615 -- Made password reset token invalidate when changing email.","jacobtylerwalls","felixxm"
django/django,13553,"Fixed #32116 -- Fixed QuerySet.order_by() crash on EmptyQuerySet with union() on a single non-empty ordered queryset.","hannseman","felixxm"
django/django,13556,"Fixed #32108 -- Made transaction.on_commit() raise TypeError when callback is not a callable.","hpoul","felixxm"
django/django,13560,"Fixed #32107 -- Fixed ProtectedError.protected_objects and RestrictedError.restricted_objects.","hramezani","felixxm"
django/django,13568,"Fixed #32121 -- Fixed detecting uniqueness of USERNAME_FIELD when using Meta.constraints.","hannseman","felixxm"
django/django,13569,"Fixed #26390 -- Disabled grouping by Random().","tienne-B","felixxm"
django/django,13578,"Fixed #13060 -- Improved error message when ManagementForm data is missing.","manav014","felixxm"
django/django,13585,"Fixed #32130 -- Fixed pre-Django 3.1 password reset tokens validation.","felixxm","felixxm"
django/django,13589,"Fixed #29497 -- Fixed loss of assigned parent when saving child with bulk_create() after parent.","hannseman","felixxm"
django/django,13590,"Fixed #32134 -- Fixed crash of __range lookup with namedtuple.","adamchainz","felixxm"
django/django,13592,"Fixed #32132 -- Fixed column types in m2m intermediary tables for Positive(Big/Small)IntegerFields.","David-Wobrock","felixxm"
django/django,13606,"Fixed #32143 -- Used EXISTS to exclude multi-valued relationships.","charettes","felixxm"
django/django,13607,"Fixed #22276 -- Fixed crash when formset management form is invalid.","jdufresne","carltongibson"
django/django,13615,"Fixed #29712 -- Made makemessages warn if locales have hyphens and skip them.","manav014","felixxm"
django/django,13616,"Fixed #32145 -- Improved makemessages error message when app's locale directory doesn't exist.","thatnerdjosh","felixxm"
django/django,13617,"Fixed #32152 -- Fixed grouping by subquery aliases.","kluchrj","felixxm"
django/django,13620,"Fixed #32153 -- Fixed management commands when using required list options.","hramezani","felixxm"
django/django,13658,"Fixed #32177 -- Made execute_from_command_line() use program name from the argv argument.","wkschwartz","felixxm"
django/django,13660,"Fixed #32183 -- Fixed shell crash when passing code with nested scopes.","wkschwartz","felixxm"
django/django,13665,"Fixed #31762 -- Made reloading the database for tests use the base manager.","hramezani","felixxm"
django/django,13667,"Fixed #31507 -- Added QuerySet.exists() optimizations to compound queries.","David-Wobrock","felixxm"
django/django,13670,"Fixed #32149 -- Added support for years < 1000 to DateFormat.y().","felixxm","felixxm"
django/django,13671,"Fixed #29867 -- Added support for storing None value in caches.","ngnpope","felixxm"
django/django,13682,"Fixed #32195 -- Added system check for invalid view in path() and improved error messages.","angusholder","felixxm"
django/django,13684,"Fixed #32197 -- Improved error message when loading a database backend fails.","hramezani","felixxm"
django/django,13689,"Fixed #32200 -- Fixed grouping by ExpressionWrapper() with Q objects.","hramezani","felixxm"
django/django,13691,"Fixed #32203 -- Fixed QuerySet.values()/values_list() crash on key transforms with non-string values on SQLite.","laymonage","felixxm"
django/django,13693,"Fixed #32202 -- Fixed autoreloader argument generation on Windows with Python 3.7-.","carltongibson","carltongibson"
django/django,13708,"Fixed #32220 -- Added durable argument to transaction.atomic().","LilyFirefly","felixxm"
django/django,13710,"Fixed #32219 -- Made InlineModelAdmin.verbose_name_plural fallback to its verbose_name.","Siburg","felixxm"
django/django,13714,"Fixed #32224 -- Avoided suppressing connection errors in supports_json_field on SQLite.","felixxm","felixxm"
django/django,13722,"Fixed #26607 -- Allowed customizing formset kwargs with ModelAdmin.get_formset_kwargs().","manav014","felixxm"
django/django,13741,"Fixed #32235 -- Made ReadOnlyPasswordHashField disabled by default.","timobrembeck","felixxm"
django/django,13743,"Fixed #32240 -- Made runserver suppress ConnectionAbortedError/ConnectionResetError errors.","PetterS","felixxm"
django/django,13744,"Fixed #32193 -- Deprecated MemcachedCache.","felixxm","felixxm"
django/django,13757,"Fixed #32252 -- Fixed __isnull=True on key transforms on SQLite and Oracle.","laymonage","felixxm"
django/django,13768,"Fixed #32261 -- Added error logging to Signal.send_robust().","ayu023ban","felixxm"
django/django,13773,"Fixed #32256 -- Fixed migration optimization crash when swapping field names.","hramezani","felixxm"
django/django,13774,"Fixed #32089 -- Fixed prefetch_related_objects() when some objects are already fetched.","AlexeyNigin","felixxm"
django/django,13786,"Fixed #32262 -- Fixed migration optimization for model creation and Meta options removal.","hramezani","felixxm"
django/django,13791,"Fixed #32269 -- Fixed parse_duration() for negative days in ISO 8601 format.","starryrbs","felixxm"
django/django,13794,"Fixed #32208 -- Allowed adding lazy() objects.","hramezani","felixxm"
django/django,13797,"Fixed #32291 -- Added fixtures compression support to dumpdata.","pauloxnet","carltongibson"
django/django,13800,"Fixed #32191 -- Made CookieStorage use RFC 6265 compliant format.","craigiansmith","felixxm"
django/django,13807,"Fixed #32158 -- Fixed loaddata crash on SQLite when table/column names are SQL keywords.","chinmoy12c","felixxm"
django/django,13808,"Fixed #32292 -- Added support for connection by service name to PostgreSQL.","hramezani","felixxm"
django/django,13809,"Fixed #32296 -- Added --skip-checks option to runserver command.","hramezani","felixxm"
django/django,13810,"Fixed #32299 -- Prevented mutating handlers when processing middlewares marking as unused in an async context.","felixxm","felixxm"
django/django,13814,"Fixed #27827 -- Used ""raise from"" when raising InvalidTemplateLibrary exceptions in get_package_libraries().","jacobtylerwalls","felixxm"
django/django,13820,"Fixed #32302 -- Allowed migrations to be loaded from regular packages with no __file__ attribute.","wkschwartz","felixxm"
django/django,13821,"Fixed #32303 -- Bumped minimum supported SQLite to 3.9.0.","felixxm","felixxm"
django/django,13822,"Fixed #32294 -- Prevented ManyToManyField's hidden related name collisions between apps.","manav014","felixxm"
django/django,13824,"Fixed #32304 -- Fixed prefixing STATIC_URL and MEDIA_URL by SCRIPT_NAME for absolute URLs with no domain.","felixxm","felixxm"
django/django,13837,"Fixed #32314 -- Fixed detection when started non-django modules with ""python -m"" in autoreloader.","wkschwartz","felixxm"
django/django,13841,"Fixed #32316 -- Deferred accessing __file__.","wkschwartz","felixxm"
django/django,13884,"Fixed #32345 -- Fixed preserving encoded query strings in set_language() view.","sacovo","felixxm"
django/django,13886,"Fixed #32321 -- Added system checks for invalid model field names in functional indexes.","hramezani","felixxm"
django/django,13915,"Fixed #32355 -- Dropped support for Python 3.6 and 3.7","felixxm","carltongibson"
django/django,13924,"Fixed #32374 -- Stopped recording migration application before deferred SQL.","charettes","felixxm"
django/django,13925,"Fixed #32367 -- Fixed system check for specifying type of auto-created primary keys for inherited PKs.","felixxm","felixxm"
django/django,13933,"Fixed #32347 -- Made ModelChoiceField include the value in ValidationError for invalid_choice.","jerinpetergeorge","felixxm"
django/django,13952,"Fixed #32395 -- Allowed capturing stdout of migration signals.","charettes","felixxm"
django/django,13964,"Fixed #32332 -- Fixed loss of parent with non-numeric pk when saving child after parent.","hramezani","felixxm"
django/django,13992,"Fixed #32433 -- Added error message on QuerySet.delete() following distinct().","egism","felixxm"
django/django,13995,"Fixed #32421 -- Made admindocs ModelDetailView show model cached properties.","ramonsaraiva","felixxm"
django/django,14007,"Fixed #32442 -- Used converters on returning fields from INSERT statements.","adamchainz","felixxm"
django/django,14011,"Fixed #32416 -- Made ThreadedWSGIServer close connections after each thread.","cjerdonek","felixxm"
django/django,14014,"Fixed #32453 -- Added introspection of unique constraint field ordering on SQLite.","felixxm","felixxm"
django/django,14016,"Fixed #32450 -- Fixed crash when ANDing/ORing an empty Q() with not pickleable Q().","starryrbs","felixxm"
django/django,14017,"Fixed #32455 -- Allowed right combining Q() with boolean expressions.","hramezani","felixxm"
django/django,14019,"Fixed #32458 -- Made __repr__() for Index and BaseConstraint subclasses more consistent.","hannseman","felixxm"
django/django,14026,"Fixed #10929 -- Added default argument to aggregates.","ngnpope","felixxm"
django/django,14030,"Fixed #32468 -- Corrected usage of never_cache in contrib.admin. ","hakib","felixxm"
django/django,14031,"Fixed #32466 -- Corrected autocomplete to_field resolution for complex cases.","codingjoe","carltongibson"
django/django,14034,"Fixed #29205 -- Corrected rendering of required attributes for MultiValueField subfields.","jacobtylerwalls","carltongibson"
django/django,14043,"Fixed #32456 -- Added dbshell support for specifying a password file on PostgreSQL.","hramezani","felixxm"
django/django,14053,"Fixed #28607 -- Prevented duplicates in HashedFilesMixin post-processing results.","jacobtylerwalls","felixxm"
django/django,14056,"Fixed #27854 -- Added system check for nonexistent directories in STATICFILES_DIRS setting.","jacobtylerwalls","felixxm"
django/django,14059,"Fixed #22640 -- Raised TypeError when instantiating model with keyword and positional args for the same field.","jacobtylerwalls","felixxm"
django/django,14071,"Fixed #32494 -- Adjusted system check for raw_id_fields to warn about Field.attname.","hramezani","felixxm"
django/django,14077,"Fixed #32483 -- Fixed QuerySet.values()/values_list() on JSONField key transforms with booleans on SQLite.","felixxm","felixxm"
django/django,14089,"Fixed #32517 -- Made OrderedSet reversible.","diego-lima","felixxm"
django/django,14109,"Fixed #31516 -- Improved naming of migrations with multiple operations.","manav014","felixxm"
django/django,14122,"Fixed #32546 -- Avoided Meta.ordering columns in GROUP BY clauses.","nE0sIghT","felixxm"
django/django,14124,"Fixed #32260 -- Made View.as_view() do not use update_wrapper().","abbasidaniyal","felixxm"
django/django,14140,"Fixed #32548 -- Fixed crash when combining Q() objects with boolean expressions.","felixxm","felixxm"
django/django,14149,"Fixed #29606 -- Added type check for ALLOWED_HOSTS setting.","AdamDonna","felixxm"
django/django,14151,"Fixed #32571 -- Made CsrfViewMiddleware handle invalid URLs in Referer header.","AdamDonna","felixxm"
django/django,14155,"Fixed #32572 -- Improved ResolverMatch.__repr__().","ngnpope","felixxm"
django/django,14164,"Fixed #32581 -- Prevented to_locale() from corrupting locale names.","claudep","felixxm"
django/django,14169,"Fixed #32582 -- Removed unnecessary dot in names of cloned test databases on SQLite.","girishsontakke","felixxm"
django/django,14170,"Fixed #32573 -- Fixed bounds in __iso_year lookup optimization.","fdemmer","felixxm"
django/django,14179,"Fixed #32578 -- Fixed crash in CsrfViewMiddleware when a request with Origin header has an invalid host.","cjerdonek","felixxm"
django/django,14182,"Fixed #31487 -- Added precision argument to Round().","ngnpope","felixxm"
django/django,14199,"Fixed #32585 -- Fixed Value() crash with DecimalField on SQLite.","hramezani","felixxm"
django/django,14238,"Fixed #32620 -- Allowed subclasses of Big/SmallAutoField for DEFAULT_AUTO_FIELD.","adamchainz","felixxm"
django/django,14241,"Fixed #32627 -- Fixed QuerySet.values()/values_list() crash on combined querysets ordered by unannotated columns.","iurisilvio","felixxm"
django/django,14266,"Fixed #32643 -- Fixed decoding of messages in the pre-Django 3.2 format.","apollo13","felixxm"
django/django,14267,"[3.2.x] Fixed #32548 -- Fixed crash when combining Q() objects with boolean expressions.","felixxm","felixxm"
django/django,14271,"Fixed #32650 -- Fixed handling subquery aliasing on queryset combination.","charettes","felixxm"
django/django,14282,"Fixed #32664 -- Made PasswordResetTokenGenerator.secret validation lazy.","francoisfreitag","felixxm"
django/django,14291,"Fixed #32665 -- Fixed caches system check crash when STATICFILES_DIRS is a list of 2-tuples.","felixxm","felixxm"
django/django,14309,"Fixed #32632, Fixed #32657 -- Removed flawed support for Subquery deconstruction.","charettes","felixxm"
django/django,14311,"Fixed #32669 -- Fixed detection when started non-django modules which aren't packages with ""python -m"" in autoreloader.","moriyoshi","felixxm"
django/django,14313,"Fixed #32682 -- Made admin changelist use Exists() instead of distinct() for preventing duplicates.","felixxm","felixxm"
django/django,14315,"Fixed #32687 -- Restored passing process’ environment to underlying tool in dbshell on PostgreSQL.","kalekseev","felixxm"
django/django,14324,"Fixed #32676 -- Prevented migrations from rendering related field attributes when not passed during initialization.","David-Wobrock","felixxm"
django/django,14334,"Fixed #32479 -- Added fallbacks to subsequent language codes in translations.","Cup0fCoffee","felixxm"
django/django,14336,"Fixed #32693 -- Quoted and lowercased generated column aliases.","hramezani","felixxm"
django/django,14341,"Fixed #32705 -- Prevented database cache backend from checking .rowcount on closed cursor.","ecogels","felixxm"
django/django,14349,"Fixed #32713, Fixed CVE-2021-32052 -- Prevented newlines and tabs from being accepted in URLValidator on Python 3.9.5+.","felixxm","felixxm"
django/django,14351,"Fixed #32690 -- Fixed __in lookup crash when combining with filtered aggregates.","charettes","felixxm"
django/django,14368,"Fixed #32727 -- Allowed spaces before time zone offset in parse_datetime().","benwilber","felixxm"
django/django,14373,"Fixed #32735 -- Made DateFormat.Y() return a zero-padded year.","ngnpope","felixxm"
django/django,14374,"Fixed #32366 -- Updated datetime module usage to recommended approach.","ngnpope","carltongibson"
django/django,14376,"Fixed #32732 -- Removed usage of deprecated 'db' and 'passwd' connection options in MySQL backend.","ngnpope","felixxm"
django/django,14382,"Fixed #32734 -- Fixed validation of startapp's directory with trailing slash.","rohithpr","felixxm"
django/django,14385,"Fixed #32499 -- Removed additional metacharacters in `simplify_regex`.","ngnpope","felixxm"
django/django,14387,"Fixed #32717 -- Fixed filtering of querysets combined with the | operator.","charettes","felixxm"
django/django,14395,"Fixed #32747 -- Prevented initialization of unused caches.","felixxm","felixxm"
django/django,14396,"Fixed #32375 -- Started deprecation toward changing the default sitemap protocol to https.","rohithpr","felixxm"
django/django,14399,"Fixed #32379 -- Started deprecation toward changing default USE_TZ to True.","claudep","felixxm"
django/django,14404," Fixed #32754 -- Made AdminSite.catch_all_view() respect SCRIPT_NAME.","SlavaSkvortsov","felixxm"
django/django,14407,"Fixed #32744 -- Normalized to pathlib.Path in autoreloader check for template changes.","hramezani","carltongibson"
django/django,14411,"Fixed #32765 -- Removed ""for"" HTML attribute from ReadOnlyPasswordHashWidget.","dsanders11","felixxm"
django/django,14416,"Fixed #32768 -- Added Vary header when redirecting to prefixed i18n pattern.","ahaywardtvuk","carltongibson"
django/django,14430,"Fixed #26430 -- Fixed coalesced aggregation of empty result sets.","charettes","felixxm"
django/django,14434,"Fixed #32777 -- Passed table reference as a string to DatabaseSchemaEditor._index_columns().","hannseman","felixxm"
django/django,14441,"Fixed #33079 -- Fixed get_image_dimensions() on nonexistent images.","tsaklidis","felixxm"
django/django,14444,"Fixed #32780 -- Made Add/RemoveConstraint operations a noop for covering/deferrable unique constraints on SQLite.","hannseman","felixxm"
django/django,14447,"Fixed #32772 -- Made database cache count size once per set.","mlissner","felixxm"
django/django,14451,"Fixed #32789 -- Made feeds emit elements with no content as self-closing tags.","The-Daishogun","felixxm"
django/django,14453,"Fixed #32870 -- Improved error message when URLconf is empty.","igorkf","felixxm"
django/django,14463,"Fixed #18468 -- Added support for comments on columns and tables.","KimSoungRyoul","felixxm"
django/django,14471,"Fixed #32796 -- Changed CsrfViewMiddleware to fail earlier on badly formatted cookie tokens.","cjerdonek","felixxm"
django/django,14480,"Fixed #29865 -- Added logical XOR support for Q() and QuerySet().","rheard","felixxm"
django/django,14493,"Fixed #32716 -- Fixed ManifestStaticFilesStorage crash when max_post_process_passes is 0.","aryabartar","felixxm"
django/django,14495,"Fixed #24900 -- Allowed migrating backward to squashed migrations.","jacobtylerwalls","felixxm"
django/django,14500,"Fixed #25255 -- Recorded unapplied squashed migrations.","jacobtylerwalls","felixxm"
